Mes;Total Nacional;Agricultura, ganadería y pesca;Minas y canteras;Manufactura;Suministro de Electricidad Gas Vapor y Aire acondicionado;Distribución de Agua Alcantarillado y gestión de desechos;Construcción;Comercio;Transporte y almacenamiento;Actividades de Alojamiento;Información y comunicación;Financieras y seguros;Actividades inmobiliarias;Actividades profesionales;Actividades de servicios administrativos y de apoyo;Administración pública y defensa;Enseñanza;Actividades de atención a salud;Actividades entretenimiento;Otras actividades de servicios;Actividades de los hogares como empleadores domésticos;Actividades de Organizaciones
may 2014;12828.53847;641.2364798;411.6014814;2027.060998;220.2194913;35.03283178;499.1695069;5548.682754;547.5179754;196.697548;461.5039253;317.9830367;349.8870915;725.8374558;234.2108683;55.68304598;144.5225426;199.6953632;27.51144221;182.0896524;1.68973626;0.26295079
jun 2014;14973.58753;968.1794909;443.7323752;2209.129275;234.4738932;35.97105157;615.6185357;5751.405605;1080.476888;213.5859643;458.5780064;316.8642528;430.3260479;971.6422728;233.033622;56.25056033;196.3267257;465.1458934;29.07942687;257.8767417;3.81784879;1.18938863
jul 2014;12866.80819;642.0915979;416.9323493;2022.479491;219.6757564;37.90288477;555.4415594;5411.152296;554.8272328;199.6657782;477.9723559;343.8203259;362.6141516;765.0204924;240.9114511;66.41437763;111.0220305;207.3730631;27.0427843;201.4084643;1.89786188;0.64915144
ago 2014;12929.90892;641.548601;354.5786286;1992.087439;222.0267794;36.01510601;531.7337299;5497.478562;561.7773047;217.704946;471.4558419;350.1355773;374.2832712;722.1377849;245.961188;53.13623101;196.0389699;237.6545535;28.63805331;193.0462279;1.86629332;0.19758427
sep 2014;13663.71066;633.6436454;473.3606284;2046.288281;226.919036;34.65349235;594.250455;5889.671228;554.157769;197.3375321;494.2651142;365.7345069;367.0931122;841.180811;232.1350869;62.47829786;198.2780181;211.8369834;27.30890927;210.3359445;1.87445566;0.40324366
oct 2014;13378.33384;685.1926711;422.0987861;2107.268381;232.0268795;35.330455;550.7184672;5719.943853;523.3704578;205.7280929;482.2700229;340.5405;359.3431425;793.4859543;238.2471596;66.51053761;171.7483592;205.9057546;32.83891859;202.9139748;1.95511086;0.43987078
nov 2014;14836.31044;656.8508132;449.6930413;2106.849405;244.6047493;34.75014202;874.1047234;5818.221184;548.7326719;214.9628039;490.2053969;328.5757629;381.9240187;1268.323912;258.0944048;546.7150695;144.7301023;219.2025011;33.4390838;213.4171204;2.02086765;0.51403192
dic 2014;20224.55916;1236.300234;529.8644132;2777.340192;260.306358;43.28245609;1165.318248;7587.77296;1357.076502;284.1176219;596.0187134;447.0385054;650.9390973;1698.180723;321.2640287;95.8779355;211.0356911;554.0818723;53.35659439;348.1414329;4.94490537;0.5043238
ene 2015;11365.11502;579.419728;309.8830333;1802.028942;246.1597741;32.37806407;329.9853176;5004.157932;492.0069678;188.461085;431.2701785;307.490922;307.4363115;516.9670257;204.9795192;60.94716645;149.9136339;203.4995513;27.10376258;168.6445415;1.54899365;0.40391558
feb 2015;11520.38434;595.7936556;312.1465965;1788.673875;237.5287465;34.47726374;454.2382968;4793.940215;555.3439146;188.3308381;425.701387;293.9194073;320.2880137;671.2322814;221.3466991;62.37921;134.1237638;224.200854;27.65803957;176.8457099;1.53416206;0.22845825
mar 2015;13225.33478;619.7762761;383.0550285;2092.490012;241.8161429;36.68333039;589.6682542;5639.316618;574.0837248;206.4736325;463.4707964;327.2239239;338.3646715;751.9899847;244.6672752;63.25624363;188.2893138;228.3759444;33.49145566;200.2411584;1.7556289;0.30818768
abr 2015;12624.30792;603.5925968;412.3573431;1987.310854;247.883349;35.57029616;496.8892055;5359.432957;552.5275999;204.4532662;467.1142065;332.7086449;342.0286742;669.4064513;245.4985306;68.34782386;166.4654418;218.4351756;30.20391437;181.1250654;1.82115121;0.51634445
may 2015;12673.91937;645.0971131;354.5692025;1982.042211;245.0482093;35.69390828;494.0852212;5355.333755;555.9669179;207.5385128;450.1861378;339.0665421;348.5123363;766.5533272;241.659033;65.48111037;148.3638409;207.0054963;33.51471897;195.0604206;1.87876605;0.56334184
jun 2015;15351.52976;1069.994326;328.5212053;2338.330223;252.992216;36.53338032;530.026035;5809.168238;1181.790022;230.2506317;488.0802412;328.2331514;434.1465131;973.8885565;253.3398115;69.43743873;206.8936467;503.0564522;38.72304874;272.4189415;3.34091446;0.48191987
jul 2015;12629.19968;643.4153977;348.0714039;1958.018497;246.6354184;37.12113347;550.0842729;5228.377605;562.8496276;210.579295;470.267686;356.7852296;362.6966465;725.8484015;256.9928963;73.52788191;111.2646593;251.6846769;33.23730846;198.7013327;1.99999536;0.28991369
ago 2015;12249.95719;601.8113892;355.1248731;1915.602867;252.4133928;35.93866881;475.9995168;5116.936035;500.9341283;210.2045532;470.412593;322.2511886;358.2633133;712.6110996;260.367721;59.56654165;183.5551901;199.9085269;32.74564904;182.4523231;1.76579298;0.24021984
sep 2015;12491.99636;624.406838;312.1298366;1983.321944;253.6875623;37.25608974;511.5018874;5155.740145;552.6094471;194.4682277;466.1478396;326.5069314;356.7149161;744.467284;246.5184893;62.91817505;223.2316726;196.7435215;32.23114358;208.2263972;1.69344142;0.533384
oct 2015;12588.69817;659.2249186;318.9459172;1972.990033;263.2358351;36.85812011;558.5743748;5133.723082;530.9667616;202.9083182;473.0175556;377.4532761;349.20743;815.8041531;245.730678;66.19544166;168.320454;192.7643388;31.89164975;187.5412788;1.98093987;0.48140636
nov 2015;12490.13532;640.4261743;295.1610502;1913.605674;271.2217759;37.69667111;623.5589331;5131.193986;513.3265503;197.7114431;466.6625624;332.1770288;347.7811504;799.8305126;270.2852083;59.82899325;129.6887464;226.4846632;35.77051544;194.1138824;1.9216251;1.01477371
dic 2015;18414.76657;1329.712409;323.94098;2540.901122;295.8430306;40.91490345;901.486402;6756.096695;1338.750421;274.7521872;581.3468927;432.5855714;616.8626926;1440.042614;303.8722047;73.06281712;218.1289162;558.8810114;55.63076602;325.7089613;4.02554729;0.45474048
ene 2016;10278.83741;559.3160351;274.223083;1579.001678;281.8744955;35.95151974;282.4088573;4304.272589;491.5754594;175.7539637;390.9351942;307.0135598;297.9906884;530.6818161;192.1129727;63.28542384;140.3639026;187.2978042;24.58466034;158.171887;1.31714182;0.18558639
feb 2016;10509.46052;581.0280058;299.7901324;1616.33836;271.1363159;34.48778478;334.9205221;4219.242992;502.1058038;182.1540013;406.593738;315.9134386;294.438956;622.4978929;199.8841669;58.93335781;178.9268908;206.4271188;26.84922404;155.6082887;1.26202971;0.26917264
mar 2016;11386.00552;636.6439865;398.4683831;1756.553144;296.4009791;36.2273089;443.1949947;4547.978239;500.7405901;183.2151473;449.3200226;326.4061337;318.0745923;567.4815383;226.710926;60.44129609;186.1618569;231.9462654;28.13521592;188.8758833;1.34549095;0.6053713
abr 2016;11301.02629;638.2978649;368.0326294;1729.939762;272.6525439;35.12041522;370.5349809;4582.233715;501.6588039;177.7204863;436.6551256;309.1656689;331.1906193;699.449623;220.8472262;66.26386562;162.1138815;201.0289201;26.09549712;169.5969166;1.36173846;0.19992905
may 2016;12229.83317;681.0148299;304.5977051;1921.817396;257.5622796;49.00118043;550.3356891;5085.84195;504.0887838;188.4991802;454.4226714;344.600478;333.7494816;665.8486498;229.0979203;58.90794666;151.3115348;215.6597615;41.01348165;189.518795;1.44956039;0.44692861
jun 2016;13433.97045;1095.399691;228.9516878;2036.609915;255.2220166;36.7360094;414.9379304;4973.158799;1114.603375;204.0686268;425.8272752;308.1438648;349.6629842;746.8890861;216.8229967;60.43558184;196.0210133;499.4798589;27.09112931;238.5587181;3.60791685;0.5472729
jul 2016;11024.58173;627.1636494;360.7774464;1714.159354;243.5232888;36.47043296;393.5588283;4543.195945;490.0189384;193.552608;424.9373141;309.9392675;345.6684516;535.1411512;230.7303552;64.7435459;98.67262954;209.3724728;28.03724269;171.9748593;1.38679223;0.67412378
ago 2016;11720.34776;659.6181433;361.1670895;1856.072876;244.6994112;39.29506407;462.0042884;4815.279754;510.8123122;192.8952988;435.9712807;346.4855397;312.7214974;587.4583911;239.4968268;54.01034599;175.777182;221.6299829;30.56066826;171.562483;1.39990814;0.47004415
sep 2016;11934.95649;641.1479382;416.2148807;1850.981849;245.2260746;40.06694518;507.2340342;4863.5657;513.6427519;185.3455269;438.4977427;329.0672306;286.9321788;661.5129146;221.4887131;57.65927461;250.5738861;207.7011283;30.93993493;184.2953516;1.49232525;0.28637915
oct 2016;11956.76155;677.5215382;307.4970384;1900.963077;251.1507762;37.98597415;619.129461;4933.186315;515.203263;191.4355685;426.1633608;328.0059448;279.7515174;610.7153824;221.8876037;64.42956577;168.1457612;199.9853937;27.20661764;193.5842797;1.69114624;0.31421333
nov 2016;12642.23816;680.1678862;518.7993573;1937.476322;263.7789993;37.31616252;691.0662604;5114.453429;509.862904;195.4964518;430.5787496;357.1941243;299.9009172;716.0622721;257.8102763;56.9783381;134.7512601;210.9882649;38.22965665;187.8236582;1.5830168;0.75009503
dic 2016;18841.63789;1386.984805;297.9574401;2573.303036;290.9079088;43.76571086;1281.379319;6842.652072;1376.174133;268.4355221;552.3009994;438.9740848;565.1135767;1395.049804;294.670357;67.90544514;209.8952463;550.8936761;56.02966297;341.1103133;4.55768735;1.55884735
ene 2017;10859.66528;636.9943941;268.5185512;1718.268812;263.7085001;36.76259677;309.4681523;4707.827938;477.6618664;176.3160353;375.4597895;327.9872261;255.2138369;486.0207113;202.9443508;65.98408519;141.3225292;210.5363367;25.93763702;170.3747621;1.55878594;0.16095384
feb 2017;10714.94923;629.0729715;346.0027786;1637.144947;255.4678509;33.84093737;591.0677175;4291.436283;470.3830754;175.3687616;388.2542523;311.5302669;244.0863656;533.4446699;208.5284697;60.3071432;154.4967319;201.1534709;27.96963015;153.1702968;1.40931661;0.12901304
mar 2017;12758.16117;759.008538;426.3236963;1971.3186;254.3964093;38.58075029;682.4450812;5182.134195;520.2454851;202.1676183;430.2441735;377.0742201;269.8596553;635.2194289;237.0057502;67.08720911;245.0120203;216.3822174;32.22580375;208.3649022;1.58986897;0.79206144
abr 2017;11866.36697;701.0462213;351.7302883;1814.315046;266.7137986;35.15797995;570.7124425;4886.24552;509.1651151;197.3657486;428.7286021;317.7264045;274.8609052;592.1869089;243.4702019;68.69691171;184.6548815;210.4521231;31.11157162;179.2033811;1.6104911;0.54026541
may 2017;12534.48047;773.6893196;438.7223893;1960.721641;260.7981779;36.77672362;508.7288719;5253.75341;531.127617;208.2787386;432.6429961;354.2848821;285.8285723;604.7212709;243.4964481;65.1319875;151.6340607;205.1438992;30.28362127;185.7566;1.64552311;0.54112293
jun 2017;15488.85698;1238.781204;347.5448236;2337.951092;260.2772515;37.35223528;531.4226858;5923.547374;1243.853478;241.6468858;435.1587837;355.4723899;367.8470789;842.775227;239.5798976;62.54851954;206.4747626;510.1872224;36.3440011;265.5885162;2.9602344;0.20540852
jul 2017;12173.10571;697.8924953;332.9499909;1925.327161;251.4520812;41.14944948;450.0486039;5233.505104;531.360851;212.1719788;430.2460807;337.5889285;281.2271265;588.5377698;240.082519;62.15876601;109.0867638;219.9035877;32.97756335;192.7114799;1.57653653;0.33982909
ago 2017;12691.64329;739.9113847;319.5181834;2049.052279;263.4958244;41.5648286;435.8130472;5477.251844;558.9120978;218.086314;443.8621076;352.5084961;287.4998049;579.6200059;255.2669964;62.89958507;170.2234585;210.3308943;32.87509027;190.2767387;1.67382182;0.29939867
sep 2017;12673.58336;698.4481025;371.1179995;1961.593443;256.4621253;42.0551668;519.4245423;5364.561024;537.5759481;204.0873227;436.8593871;362.3730214;278.6315085;604.6032042;226.8730736;55.70222162;296.4012922;220.4072748;32.27951818;201.5032956;1.58433601;0.25095179
oct 2017;13098.7655;767.9602308;431.6007366;2068.528705;262.6608247;41.78726062;617.0685706;5476.223627;561.5138915;202.7783191;442.7421362;393.9456548;291.6732721;618.9328408;242.0696004;65.11386679;178.1685892;208.1492141;32.81149951;192.31464;1.80888766;0.19303349
nov 2017;13483.50587;778.5092293;357.8251242;2168.63309;253.7006209;43.58198283;662.2142609;5810.230425;553.4719672;210.3489141;431.9809415;372.511767;298.7400406;638.4345113;265.4467736;61.68213436;143.1127516;195.7011949;35.94323308;198.4684159;1.88961547;0.26067245
dic 2017;19753.48953;1482.820645;434.9676023;2680.046003;278.4538669;48.41892427;1168.502923;7445.469263;1476.723666;313.3600954;553.0314441;439.2369476;521.6744974;1343.693653;320.5981579;77.82750144;216.404339;568.8158964;52.03401481;325.269619;3.60595864;0.72358749
ene 2018;11944.0714;727.2805985;338.5962965;1892.002744;250.2043796;39.906107;306.5943685;5359.522581;528.5781396;191.1461853;392.369269;349.699887;258.9606211;466.893524;209.8431797;67.77902593;154.4459574;200.7322198;30.21175106;176.9780546;1.49798238;0.18758027
feb 2018;11642.69056;695.5632814;306.1478958;1893.565526;247.8411562;39.89654323;433.20724;4890.806134;517.4193609;201.1353013;412.9468994;343.1387759;255.1624486;492.042972;231.8527372;110.6986616;147.8340739;204.61453;28.19744068;188.3417372;1.51195433;0.12797291
mar 2018;13112.11082;817.7189233;416.9475883;2036.662453;252.7225995;44.02863428;383.6114649;5697.51972;557.5720276;224.2350493;430.2229447;375.3162802;276.8298667;567.646351;250.0275494;61.80513897;252.0600297;244.1477581;29.76778622;190.7623602;1.74099455;0.17601915
abr 2018;12934.58377;761.2669854;329.1229969;2031.850231;258.3767274;40.18698011;395.8093019;5605.171725;548.38879;222.0260191;448.3577987;359.8063039;283.6954429;626.1154126;257.5709334;71.48141821;231.0095877;234.376527;27.23035597;199.919543;1.86439705;0.20334884
may 2018;13573.03779;818.7611496;318.5324114;2178.267058;250.3306625;42.09803292;415.8126521;5977.396489;591.6948347;223.1695218;476.8845225;375.992017;286.7973731;614.6404285;269.506199;85.99799396;169.62661;241.9913881;32.12338945;200.5488426;1.73886982;0.29731921
jun 2018;16297.60184;1277.159741;336.5472746;2394.180623;245.8938415;45.81472205;510.7494407;6420.801827;1322.998298;272.4591205;458.0589984;384.9944846;374.3460007;861.4300501;270.748205;68.88233878;213.6229869;548.7365294;32.79523498;253.2024796;2.62246388;0.16760791
jul 2018;13166.20311;749.7248046;394.7857745;2084.833865;235.6114063;41.67009206;490.6123724;5686.340105;580.7593743;228.1930623;452.192636;384.3157695;283.3961811;601.3382063;276.4010387;72.18340661;122.6290243;240.593115;37.04783;200.6042633;1.88536005;0.27726373
ago 2018;13596.33388;775.1817447;384.4869585;2122.372399;239.8070673;43.12057389;452.1294406;5958.456643;600.9500337;237.2622189;475.5017624;378.3909169;293.2249746;588.3993265;278.5568643;89.60722708;209.2331055;229.7759696;33.57228909;203.4940709;1.88010932;0.16634958
sep 2018;13298.29637;708.6718935;370.0626144;2025.752148;237.6396222;42.87393242;632.897742;5702.713037;568.2660015;228.4106028;460.0212688;377.3653944;290.141651;590.0020908;257.1017209;63.90080971;264.2413989;240.9060871;32.49116255;201.8690278;1.92057406;0.21292251
oct 2018;13926.53791;779.3155787;406.2227545;2216.295899;251.160168;43.66703096;486.8436267;6036.856278;606.8902719;217.3678084;469.2960912;396.4186756;295.5747911;638.8781705;270.6297113;73.87026972;211.0785417;263.8754277;31.17990919;228.2583741;1.84582884;0.1724383
nov 2018;13956.07646;789.250446;373.5248028;2177.881385;258.8139339;46.93326797;499.5635882;6125.838416;605.7341992;228.391355;462.2088659;396.4802386;306.7430074;692.2027044;288.7375228;69.91238879;151.8799347;239.4875397;33.38063512;206.3114371;1.74862741;0.24818004
dic 2018;19931.10277;1514.768198;424.3825689;2676.180134;248.6315119;51.90677673;985.821663;7633.3102;1566.854119;335.8366741;572.8817487;452.4670543;533.8146406;1294.363307;348.7058724;75.21961605;222.0078023;607.2373107;58.24407917;323.0058799;3.03277165;0.42455762
ene 2019;12502.16387;735.7235108;323.6284636;1895.16078;253.5013589;43.27816698;367.8689331;5547.742215;607.2020526;205.2925507;402.5234257;399.0460966;259.8500574;502.8447923;227.0129244;79.76656645;169.568618;235.5584065;30.30290461;213.9482319;1.6240671;0.13762769
feb 2019;12277.99941;716.4123088;420.2776551;1867.853151;261.0135871;45.8408582;319.3593775;5273.311807;582.6987857;215.5106747;433.3607655;386.8622112;259.7102702;520.5079629;245.0197131;67.95365004;168.0544008;264.843412;30.01838128;196.945235;1.5142442;0.13635025
mar 2019;12816.17532;767.0695975;386.0976629;1886.13503;262.9399923;42.78744836;371.2096359;5557.795729;576.7728688;224.5311363;439.7660516;400.9205063;270.1462709;570.2257282;252.2125246;66.68898334;247.3445458;259.5281985;37.02987779;194.4012561;1.56437344;0.23631697
abr 2019;13696.01842;791.5633123;408.3107891;2028.810121;255.1426593;46.2435204;471.5329971;5899.290745;623.7149148;226.2377869;456.4521014;413.3715451;282.6065792;649.9207372;266.0992075;80.73009143;241.2781059;288.7563454;33.89842979;229.0098345;1.6394332;0.34607944
may 2019;13773.68708;872.2743448;442.5928266;2050.272335;271.2918992;45.99202316;421.8023449;6013.776002;598.5945448;236.7240224;462.9028825;400.7275809;286.0875298;639.9104183;279.8506954;68.23283024;173.3271894;260.5474677;38.09684382;208.1632793;1.62021285;0.17685403
jun 2019;16290.6345;1311.888011;456.8265025;2213.178016;249.8494341;46.40211356;411.6459816;6482.135626;1373.544264;286.2015378;455.004182;387.5930489;368.3494585;797.8658386;277.3500902;69.14938771;221.1436549;578.3576106;35.1209301;264.9751729;2.38601005;0.22980636
jul 2019;13516.58144;830.1955213;400.7166469;1981.259668;248.3767457;47.58693418;424.3191358;5969.966235;588.8846334;240.7385226;446.106266;437.9212096;290.15345;595.7923133;283.2446945;73.72240752;135.6591875;259.3947358;34.84680498;225.0053028;1.52480334;0.33223403
ago 2019;13491.38551;810.1681824;373.9064205;2007.679905;248.8084779;47.18730692;388.318193;5985.390002;587.0764648;250.2688496;455.431955;420.4072883;292.5616729;553.0393169;280.8977062;65.40872765;216.706243;251.3827061;41.88914883;212.4835406;1.54456658;0.16616662
sep 2019;13455.72342;755.6667783;431.68857;1983.08134;248.719716;52.41749801;400.9905281;5888.811243;586.8812752;227.4892579;453.1017453;399.162632;281.8141204;594.0326089;264.5303016;68.42992259;308.5074048;261.4790456;31.87214423;214.5556909;1.61487634;0.2535508
oct 2019;13252.4142;842.0234563;430.8891665;2010.48673;252.6532729;50.64939927;449.020659;5686.110879;553.2941585;217.6022154;432.8096082;405.4166678;286.2995226;587.8074572;251.9503661;79.17381448;197.552337;266.1498836;31.94379675;218.1633862;1.51496066;0.22106196
nov 2019;14027.00727;901.4821074;367.2415444;2129.616225;248.1518121;51.71712242;455.5314366;6200.803821;587.1506549;252.3040857;452.8587897;398.3796239;291.5401486;624.2821781;293.2951728;65.823208;168.284906;277.4074002;37.23320481;221.3486885;1.5989952;0.19414654
dic 2019;20795.09355;1703.904656;408.2373655;2661.961042;258.5689551;55.25858047;817.4696168;8020.531159;1546.265818;360.6204686;763.2554366;485.0824522;524.6855218;1263.440306;487.0718405;88.86190036;241.1468285;703.8815244;56.93334878;343.4371977;2.34297817;0.45613549
ene 2020;12892.11159;826.6807247;368.220904;1891.39826;263.010337;54.41259026;267.1679495;5729.92112;599.4064204;218.5008775;391.4021715;475.5616393;267.9730083;485.570336;237.3697622;81.09032589;175.9699021;308.3109617;36.64996026;211.2320966;1.24061962;0.13349109
feb 2020;12379.68572;918.0963363;402.2156696;1765.857152;272.2520943;58.34197863;319.0978998;5311.20198;579.5715598;220.2168705;400.9607343;426.8936646;259.1423575;475.5360788;233.4159088;71.88974182;165.5105174;281.4340065;31.71887579;184.3192423;1.16125538;0.13599432
mar 2020;10161.40951;736.4626644;325.7975833;1483.488837;256.9790912;49.69785268;238.9677668;4299.714388;432.5258064;124.8627319;365.6455126;372.8717339;229.4423107;399.9204184;189.895213;54.99209557;201.8163433;221.7103732;26.22569669;149.0401256;0.79172981;0.19840647
abr 2020;7481.029623;687.7364294;309.1109332;1078.272472;259.9635786;41.02225072;146.6653031;2926.768948;321.0210756;59.3270851;317.8133021;286.8680607;156.3867992;299.9387487;135.6367004;28.76205854;110.0235819;177.0322067;15.75270417;121.8428328;0.58278812;0.21090471
may 2020;8652.124668;740.6056377;207.6821187;1347.336231;252.5409391;41.28045174;158.6975391;3769.989197;352.0327707;73.07391483;334.373632;300.2773825;177.5351745;295.3622311;138.7350992;33.029052;123.5031125;164.0483643;11.64919803;129.1263814;0.74868582;0.13624774
jun 2020;13474.99944;1347.53237;249.4648598;1882.909148;246.0765807;50.96942481;249.6367322;5658.87313;950.7996328;143.587027;384.5261429;328.5162562;281.2497324;602.1478382;181.7470904;53.49882227;165.2693091;466.1293122;19.70490488;209.2322341;1.72066258;0.26872138
jul 2020;10969.33014;737.6440413;288.7355253;1716.32656;229.5716954;47.70298737;262.9864778;5032.338751;398.4506756;111.3013871;381.5154451;378.7469597;208.1079251;417.5169554;177.0479744;52.22016176;97.03856493;246.8238563;13.74829234;169.9286725;0.90407282;0.15837104
ago 2020;10965.48938;669.5307403;295.8974494;1686.999956;236.5706984;51.85367262;310.1572975;4986.564691;384.9875333;127.4529188;388.1771707;378.1698829;208.2679734;421.5074274;170.1481226;60.67848693;149.1885612;272.0482425;15.90953299;149.8093461;0.8307626;0.18361146
sep 2020;11702.87701;713.166364;316.5657207;1834.791952;173.1292057;50.20967939;316.7863406;5317.746131;442.1048864;134.4914612;387.5629089;362.8895632;221.2856417;473.5441355;165.7985485;55.79323529;234.156814;318.5577249;20.75140812;162.0447676;0.79285892;0.2772525
oct 2020;12320.74371;780.9063848;326.1673539;1957.522651;233.781504;53.44730925;311.1037461;5545.493956;483.8765473;145.5985022;402.6758173;385.6672493;235.1683649;501.5040817;186.7277351;62.2811059;202.2658368;297.388467;18.1419198;189.5417797;0.86045789;0.14928966
nov 2020;12400.90507;769.7447747;320.7241519;1920.424298;253.9118368;56.69304257;345.4137221;5666.652419;476.6687738;160.9920672;399.1398962;376.0727099;250.5250772;524.6890963;191.4898725;55.38077437;133.1477036;308.4988685;16.87914974;172.490199;0.79315843;0.16832652
dic 2020;19649.60571;1606.719582;209.3135285;2597.076141;257.078745;64.07228307;720.3582634;8062.417114;1283.817859;284.4241318;529.450137;443.9020667;450.0323936;1315.137109;370.7522122;66.97884707;222.4393471;747.4008388;44.3685087;368.4327546;3.10772055;0.4526918
ene 2021;11007.82958;716.0419055;190.0855279;1729.753468;259.2064974;56.01219756;218.7542805;5115.167123;458.4803337;139.2208071;354.4630639;387.7403542;216.8096803;373.3536931;152.5373838;63.24134597;120.9663837;268.0780944;22.54851246;164.1963934;0.75317697;0.10357673
feb 2021;11113.4803;749.7352189;336.9067525;1700.734777;245.7726681;48.39867798;243.9862982;4950.396224;462.7816013;139.2107274;365.4123671;386.3494462;221.5006546;416.2585241;151.9447612;63.03781746;152.003398;303.7457878;19.89315941;154.3930983;0.57434833;0.11896452
